event_id,name,college_name,techfest_name,city,category,subcategory,event_type,min_team_size,max_team_size,team_possible,price,prize_pool,start_date,end_date,duration_days,description,tags,rating,popularity,college_rating,college_category,registration_link,contact_email,coordinates
879,Research Paper @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Technical Paper,Research Paper,Solo,1,1,False,168,1000,2026-07-20,2026-07-21,1,🎯 BVUCOE Pune presents Research Paper - an exciting technical paper event at Bharati Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Technical Paper, Research Paper, Notable, Bharati Techfest, solo-event",4.0,3.8,3.9,Notable,https://bvucoepune.edu.in/techfest/events/879,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
880,Algorithm Challenge @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Coding,Algorithm Challenge,Team,2,3,True,384,25000,2026-05-21,2026-05-24,3,🎯 BVUCOE Pune presents Algorithm Challenge - an exciting coding event at Bharati Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Coding, Algorithm Challenge, Notable, Bharati Techfest, team-event",3.8,4.0,3.9,Notable,https://bvucoepune.edu.in/techfest/events/880,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
881,Building Design @ Technovanza,AIT Pune,Technovanza,Pune,Civil,Building Design,Both,1,3,True,1305,20000,2026-08-12,2026-08-15,3,Join us for Building Design at AIT Pune's Technovanza! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Building Design, Highly Reputed, Technovanza, team-event",4.2,4.2,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/881,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
882,Code Debugging @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Coding,Code Debugging,Team,3,3,True,316,3000,2026-07-07,2026-07-10,3,Join us for Code Debugging at VJTI Mumbai's Technovanza! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Code Debugging, Premier Institute, Technovanza, team-event",4.2,4.4,4.5,Premier Institute,https://technovanza.org/events/882,events@technovanza.org,"19.0760° N, 72.8777° E"
883,Cloud Computing @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Workshop,Cloud Computing,Both,1,2,True,1074,0,2026-06-09,2026-06-10,1,Join us for Cloud Computing at MPSTME Mumbai's Manthan! This workshop event challenges participants to showcase their expertise in workshop domain.,"Workshop, Cloud Computing, Notable, Manthan, team-event",3.8,4.2,4.0,Notable,https://mpstme.edu.in/manthan/events/883,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
884,Sustainable Design @ Sanskruti,KJ Somaiya Mumbai,Sanskruti,Mumbai,Civil,Sustainable Design,Team,2,3,True,380,6000,2026-10-20,2026-10-21,1,🚀 KJ Somaiya Mumbai invites you to participate in Sustainable Design during Sanskruti. A perfect platform for civil enthusiasts to demonstrate their talents.,"Civil, Sustainable Design, Highly Reputed, Sanskruti, team-event",4.5,4.5,4.3,Highly Reputed,https://sanskruti.somaiya.edu/events/884,events@sanskruti.somaiya.edu,"19.0760° N, 72.8777° E"
885,Web Dev Battle @ Techfest,IIT Bombay,Techfest,Mumbai,Coding,Web Dev Battle,Team,3,4,True,300,5000,2026-09-02,2026-09-04,2,💡 Web Dev Battle at Techfest - IIT Bombay. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Web Dev Battle, Premier Institute, Techfest, team-event",4.9,4.9,4.8,Premier Institute,https://techfest.org/events/885,events@techfest.org,"19.0760° N, 72.8777° E"
886,HR Summit @ Prerana,SPCE Mumbai,Prerana,Mumbai,Management,HR Summit,Solo,1,1,False,524,10000,2026-06-30,2026-07-01,1,Join us for HR Summit at SPCE Mumbai's Prerana! This management event challenges participants to showcase their expertise in management domain.,"Management, HR Summit, Notable, Prerana, solo-event",4.0,4.1,4.0,Notable,https://spce.ac.in/prerana/events/886,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
887,CAD Design @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Mechanical,CAD Design,Both,1,2,True,2039,50000,2026-05-07,2026-05-09,2,💡 CAD Design at Technovanza - VJTI Mumbai. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, CAD Design, Premier Institute, Technovanza, team-event",4.8,4.7,4.5,Premier Institute,https://technovanza.org/events/887,events@technovanza.org,"19.0760° N, 72.8777° E"
888,Logo Design @ Prerana,SPCE Mumbai,Prerana,Mumbai,Design,Logo Design,Solo,1,1,False,361,1000,2026-07-15,2026-07-18,3,💡 Logo Design at Prerana - SPCE Mumbai. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Logo Design, Notable, Prerana, solo-event",4.2,4.2,4.0,Notable,https://spce.ac.in/prerana/events/888,events@spce.ac.in/prerana,"19.0760° N, 72.8777° E"
889,Case Study @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Management,Case Study,Both,1,3,True,377,10000,2026-05-18,2026-05-21,3,💡 Case Study at Technotron - GCOE Aurangabad. Compete in this management event and win exciting prizes! Open for all engineering students.,"Management, Case Study, Notable, Technotron, team-event",4.1,3.6,3.8,Notable,https://gcoea.ac.in/technotron/events/889,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
890,Finance Quiz @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Management,Finance Quiz,Both,1,4,True,428,2000,2026-09-25,2026-09-28,3,🎯 PVGCOET Pune presents Finance Quiz - an exciting management event at PVG Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Management, Finance Quiz, Other Notable, PVG Techfest, team-event",3.4,3.9,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/890,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
891,Go Kart Racing @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Mechanical,Go Kart Racing,Team,3,4,True,969,20000,2026-08-26,2026-08-29,3,🎯 Raisoni Nagpur presents Go Kart Racing - an exciting mechanical event at Raisoni Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Mechanical, Go Kart Racing, Notable, Raisoni Techfest, team-event",3.8,3.7,3.9,Notable,https://raisoni.net/techfest/events/891,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
892,HR Summit @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Management,HR Summit,Team,2,3,True,584,10000,2026-09-16,2026-09-19,3,Join us for HR Summit at VJTI Mumbai's Technovanza! This management event challenges participants to showcase their expertise in management domain.,"Management, HR Summit, Premier Institute, Technovanza, team-event",4.6,4.5,4.5,Premier Institute,https://technovanza.org/events/892,events@technovanza.org,"19.0760° N, 72.8777° E"
893,Marketing Challenge @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Management,Marketing Challenge,Team,3,4,True,102,10000,2026-07-07,2026-07-10,3,Join us for Marketing Challenge at SGGSIE&T Nanded's SGGSTech! This management event challenges participants to showcase their expertise in management domain.,"Management, Marketing Challenge, Other Notable, SGGSTech, team-event",3.6,3.6,3.8,Other Notable,https://sggs.ac.in/techfest/events/893,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
894,Poster Making @ Turbine,TCET Mumbai,Turbine,Mumbai,Design,Poster Making,Both,1,4,True,267,5000,2026-08-25,2026-08-27,2,💡 Poster Making at Turbine - TCET Mumbai. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Poster Making, Other Notable, Turbine, team-event",3.9,4.0,3.8,Other Notable,https://tcetmumbai.in/turbine/events/894,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
895,Technical Writing @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Technical Paper,Technical Writing,Both,1,2,True,41,1000,2026-06-07,2026-06-09,2,🎯 Ramdeobaba Nagpur presents Technical Writing - an exciting technical paper event at Yantra! Test your skills and compete with the best minds from across Maharashtra.,"Technical Paper, Technical Writing, Notable, Yantra, team-event",4.1,4.3,4.0,Notable,https://rknpec.edu.in/yantra/events/895,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
896,Surveying @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Civil,Surveying,Team,2,2,True,1149,3000,2026-05-23,2026-05-25,2,Join us for Surveying at Raisoni Nagpur's Raisoni Techfest! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Surveying, Notable, Raisoni Techfest, team-event",3.8,3.8,3.9,Notable,https://raisoni.net/techfest/events/896,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
897,Model Making @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Competition,Model Making,Both,1,2,True,298,20000,2026-10-06,2026-10-08,2,💡 Model Making at FCRIT Fest - FCRIT Navi Mumbai. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Model Making, Other Notable, FCRIT Fest, team-event",3.7,3.6,3.7,Other Notable,https://fcrit.ac.in/fest/events/897,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
898,Building Design @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Civil,Building Design,Solo,1,1,False,834,6000,2026-10-11,2026-10-12,1,🎯 Solo event - Individual participation only. Showcase your personal skills in Civil!,"Civil, Building Design, Other Notable, PVG Techfest, solo-event",3.5,3.9,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/898,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
899,AI Challenge @ Cumminspark,Cummins Pune,Cumminspark,Pune,Coding,AI Challenge,Both,1,3,True,120,5000,2026-05-14,2026-05-15,1,🎯 Cummins Pune presents AI Challenge - an exciting coding event at Cumminspark! Test your skills and compete with the best minds from across Maharashtra.,"Coding, AI Challenge, Highly Reputed, Cumminspark, team-event",4.3,4.1,4.2,Highly Reputed,https://cumminspark.edu.in/events/899,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
900,AI/ML Workshop @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Workshop,AI/ML Workshop,Both,1,4,True,2957,0,2026-10-04,2026-10-07,3,🎯 IIIT Nagpur presents AI/ML Workshop - an exciting workshop event at Aaghaaz! Test your skills and compete with the best minds from across Maharashtra.,"Workshop, AI/ML Workshop, Highly Reputed, Aaghaaz, team-event",4.2,4.3,4.3,Highly Reputed,https://aaghaaz.org/events/900,events@aaghaaz.org,"21.1458° N, 79.0882° E"
901,Quiz @ Axis,VNIT Nagpur,Axis,Nagpur,Competition,Quiz,Team,2,4,True,282,5000,2026-10-04,2026-10-05,1,👥 Team event - Form your dream team and compete together!,"Competition, Quiz, Premier Institute, Axis, team-event",4.7,4.7,4.7,Premier Institute,https://axisvnit.org/events/901,events@axisvnit.org,"21.1458° N, 79.0882° E"
902,Project Presentation @ Technovanza,VJTI Mumbai,Technovanza,Mumbai,Technical Paper,Project Presentation,Both,1,4,True,212,1000,2026-07-02,2026-07-04,2,Join us for Project Presentation at VJTI Mumbai's Technovanza! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Project Presentation, Premier Institute, Technovanza, team-event",4.3,4.5,4.5,Premier Institute,https://technovanza.org/events/902,events@technovanza.org,"19.0760° N, 72.8777° E"
903,Photography @ Symbiosis Techfest,SIT Pune,Symbiosis Techfest,Pune,Design,Photography,Both,1,2,True,72,3000,2026-10-05,2026-10-06,1,🚀 SIT Pune invites you to participate in Photography during Symbiosis Techfest. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, Photography, Highly Reputed, Symbiosis Techfest, team-event",4.2,4.4,4.1,Highly Reputed,https://sitpune.edu.in/techfest/events/903,events@sitpune.edu.in/techfest,"18.5204° N, 73.8567° E"
904,Aeromodelling @ Bharati Techfest,BVUCOE Pune,Bharati Techfest,Pune,Mechanical,Aeromodelling,Both,1,4,True,656,50000,2026-06-07,2026-06-08,1,💡 Aeromodelling at Bharati Techfest - BVUCOE Pune. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, Aeromodelling, Notable, Bharati Techfest, team-event",3.9,4.1,3.9,Notable,https://bvucoepune.edu.in/techfest/events/904,events@bvucoepune.edu.in/techfest,"18.5204° N, 73.8567° E"
905,Debate @ Techfest,IIT Bombay,Techfest,Mumbai,Competition,Debate,Both,1,3,True,138,2000,2026-09-03,2026-09-06,3,💡 Debate at Techfest - IIT Bombay. Compete in this competition event and win exciting prizes! Open for all engineering students.,"Competition, Debate, Premier Institute, Techfest, team-event",4.7,5.0,4.8,Premier Institute,https://techfest.org/events/905,events@techfest.org,"19.0760° N, 72.8777° E"
906,Model Making @ Expedition,PICT Pune,Expedition,Pune,Competition,Model Making,Solo,1,1,False,281,5000,2026-08-13,2026-08-16,3,Join us for Model Making at PICT Pune's Expedition! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Model Making, Highly Reputed, Expedition, solo-event",4.1,4.6,4.4,Highly Reputed,https://expedition.pict.edu/events/906,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
907,Group Discussion @ Momentum,ICT Mumbai,Momentum,Mumbai,Competition,Group Discussion,Both,1,4,True,172,10000,2026-06-28,2026-06-30,2,Join us for Group Discussion at ICT Mumbai's Momentum! This competition event challenges participants to showcase their expertise in competition domain.,"Competition, Group Discussion, Premier Institute, Momentum, team-event",4.8,4.9,4.6,Premier Institute,https://momentum.ictmumbai.edu.in/events/907,events@momentum.ictmumbai.edu.in,"19.0760° N, 72.8777° E"
908,Algorithm Challenge @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Coding,Algorithm Challenge,Both,1,4,True,155,10000,2026-07-24,2026-07-26,2,💡 Algorithm Challenge at Yantra - Ramdeobaba Nagpur. Compete in this coding event and win exciting prizes! Open for all engineering students.,"Coding, Algorithm Challenge, Notable, Yantra, team-event",4.2,4.3,4.0,Notable,https://rknpec.edu.in/yantra/events/908,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
909,AI Challenge @ Vihaan,VIT Pune,Vihaan,Pune,Coding,AI Challenge,Both,1,2,True,461,5000,2026-09-22,2026-09-23,1,🚀 VIT Pune invites you to participate in AI Challenge during Vihaan. A perfect platform for coding enthusiasts to demonstrate their talents.,"Coding, AI Challenge, Highly Reputed, Vihaan, team-event",4.4,4.5,4.2,Highly Reputed,https://vihaan.vit.edu/events/909,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
910,Hackathon @ RSCOE Techfest,RSCOE Pune,RSCOE Techfest,Pune,Coding,Hackathon,Both,1,3,True,398,25000,2026-06-25,2026-06-28,3,🚀 RSCOE Pune invites you to participate in Hackathon during RSCOE Techfest. A perfect platform for coding enthusiasts to demonstrate their talents.,"Coding, Hackathon, Other Notable, RSCOE Techfest, team-event",3.8,4.0,3.8,Other Notable,https://rscoe.edu.in/techfest/events/910,events@rscoe.edu.in/techfest,"18.5204° N, 73.8567° E"
911,Poster Making @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Design,Poster Making,Both,1,3,True,441,1000,2026-07-21,2026-07-24,3,💡 Poster Making at Yantra - Ramdeobaba Nagpur. Compete in this design event and win exciting prizes! Open for all engineering students.,"Design, Poster Making, Notable, Yantra, team-event",4.0,4.2,4.0,Notable,https://rknpec.edu.in/yantra/events/911,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
912,Research Paper @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Technical Paper,Research Paper,Both,1,4,True,169,10000,2026-08-18,2026-08-19,1,🤝 Open for both solo and team participation!,"Technical Paper, Research Paper, Notable, Raisoni Techfest, team-event",4.1,3.8,3.9,Notable,https://raisoni.net/techfest/events/912,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
913,Web Dev Workshop @ SGGSTech,SGGSIE&T Nanded,SGGSTech,Nanded,Workshop,Web Dev Workshop,Both,1,3,True,2678,0,2026-06-10,2026-06-12,2,🚀 SGGSIE&T Nanded invites you to participate in Web Dev Workshop during SGGSTech. A perfect platform for workshop enthusiasts to demonstrate their talents.,"Workshop, Web Dev Workshop, Other Notable, SGGSTech, team-event",3.8,3.6,3.8,Other Notable,https://sggs.ac.in/techfest/events/913,events@sggs.ac.in/techfest,"19.1383° N, 77.3210° E"
914,Pick and Place Robot @ MITE,MIT-WPU Pune,MITE,Pune,Robotics,Pick and Place Robot,Both,1,3,True,1322,20000,2026-08-03,2026-08-06,3,🚀 MIT-WPU Pune invites you to participate in Pick and Place Robot during MITE. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Pick and Place Robot, Highly Reputed, MITE, team-event",4.1,4.3,4.2,Highly Reputed,https://mite.mitwpu.edu.in/events/914,events@mite.mitwpu.edu.in,"18.5204° N, 73.8567° E"
915,Photography @ Technovanza,AIT Pune,Technovanza,Pune,Design,Photography,Solo,1,1,False,156,3000,2026-05-17,2026-05-19,2,🎯 AIT Pune presents Photography - an exciting design event at Technovanza! Test your skills and compete with the best minds from across Maharashtra.,"Design, Photography, Highly Reputed, Technovanza, solo-event",3.8,4.2,4.1,Highly Reputed,https://aitpune.edu.in/technovanza/events/915,events@aitpune.edu.in/technovanza,"18.5204° N, 73.8567° E"
916,CAD Design @ Raitram,RAIT Navi Mumbai,Raitram,Navi Mumbai,Mechanical,CAD Design,Both,1,3,True,739,50000,2026-08-16,2026-08-19,3,Join us for CAD Design at RAIT Navi Mumbai's Raitram! This mechanical event challenges participants to showcase their expertise in mechanical domain.,"Mechanical, CAD Design, Other Notable, Raitram, team-event",3.7,3.8,3.7,Other Notable,https://rait.edu.in/raitram/events/916,events@rait.edu.in/raitram,"19.0330° N, 73.0297° E"
917,Research Paper @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Technical Paper,Research Paper,Team,3,4,True,229,2000,2026-09-04,2026-09-05,1,🎯 IIIT Nagpur presents Research Paper - an exciting technical paper event at Aaghaaz! Test your skills and compete with the best minds from across Maharashtra.,"Technical Paper, Research Paper, Highly Reputed, Aaghaaz, team-event",4.3,4.6,4.3,Highly Reputed,https://aaghaaz.org/events/917,events@aaghaaz.org,"21.1458° N, 79.0882° E"
918,Project Presentation @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Technical Paper,Project Presentation,Both,1,2,True,178,2000,2026-09-18,2026-09-19,1,🚀 Raisoni Nagpur invites you to participate in Project Presentation during Raisoni Techfest. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Project Presentation, Notable, Raisoni Techfest, team-event",3.7,4.2,3.9,Notable,https://raisoni.net/techfest/events/918,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
919,Photography @ Technotron,GCOE Aurangabad,Technotron,Aurangabad,Design,Photography,Both,1,2,True,472,5000,2026-09-12,2026-09-15,3,🤝 Open for both solo and team participation!,"Design, Photography, Notable, Technotron, team-event",3.5,3.7,3.8,Notable,https://gcoea.ac.in/technotron/events/919,events@gcoea.ac.in/technotron,"19.8762° N, 75.3433° E"
920,IoT Workshop @ PVG Techfest,PVGCOET Pune,PVG Techfest,Pune,Workshop,IoT Workshop,Team,3,3,True,883,0,2026-07-21,2026-07-22,1,💡 IoT Workshop at PVG Techfest - PVGCOET Pune. Compete in this workshop event and win exciting prizes! Open for all engineering students.,"Workshop, IoT Workshop, Other Notable, PVG Techfest, team-event",3.5,3.8,3.7,Other Notable,https://pvgcoet.ac.in/techfest/events/920,events@pvgcoet.ac.in/techfest,"18.5204° N, 73.8567° E"
921,Bot Battle @ Aaghaaz,IIIT Nagpur,Aaghaaz,Nagpur,Robotics,Bot Battle,Both,1,4,True,998,10000,2026-10-10,2026-10-13,3,💡 Bot Battle at Aaghaaz - IIIT Nagpur. Compete in this robotics event and win exciting prizes! Open for all engineering students.,"Robotics, Bot Battle, Highly Reputed, Aaghaaz, team-event",4.5,4.1,4.3,Highly Reputed,https://aaghaaz.org/events/921,events@aaghaaz.org,"21.1458° N, 79.0882° E"
922,Research Paper @ Synergy,DJ Sanghvi Mumbai,Synergy,Mumbai,Technical Paper,Research Paper,Solo,1,1,False,230,10000,2026-08-03,2026-08-05,2,Join us for Research Paper at DJ Sanghvi Mumbai's Synergy! This technical paper event challenges participants to showcase their expertise in technical paper domain.,"Technical Paper, Research Paper, Highly Reputed, Synergy, solo-event",4.5,4.1,4.3,Highly Reputed,https://synergy.djsce.ac.in/events/922,events@synergy.djsce.ac.in,"19.0760° N, 72.8777° E"
923,CAD Design @ Techfest,IIT Bombay,Techfest,Mumbai,Mechanical,CAD Design,Solo,1,1,False,1672,5000,2026-06-12,2026-06-15,3,🎯 IIT Bombay presents CAD Design - an exciting mechanical event at Techfest! Test your skills and compete with the best minds from across Maharashtra.,"Mechanical, CAD Design, Premier Institute, Techfest, solo-event",4.7,5.0,4.8,Premier Institute,https://techfest.org/events/923,events@techfest.org,"19.0760° N, 72.8777° E"
924,Photography @ Cumminspark,Cummins Pune,Cumminspark,Pune,Design,Photography,Solo,1,1,False,343,10000,2026-07-01,2026-07-04,3,🎯 Cummins Pune presents Photography - an exciting design event at Cumminspark! Test your skills and compete with the best minds from across Maharashtra.,"Design, Photography, Highly Reputed, Cumminspark, solo-event",4.0,4.5,4.2,Highly Reputed,https://cumminspark.edu.in/events/924,events@cumminspark.edu.in,"18.5204° N, 73.8567° E"
925,Project Exhibition @ Vishwaraj,VIIT Pune,Vishwaraj,Pune,Electronics,Project Exhibition,Team,3,3,True,407,4000,2026-07-03,2026-07-05,2,🎯 VIIT Pune presents Project Exhibition - an exciting electronics event at Vishwaraj! Test your skills and compete with the best minds from across Maharashtra.,"Electronics, Project Exhibition, Notable, Vishwaraj, team-event",3.8,4.0,3.9,Notable,https://viitpune.edu.in/vishwaraj/events/925,events@viitpune.edu.in/vishwaraj,"18.5204° N, 73.8567° E"
926,Technical Writing @ Expedition,PICT Pune,Expedition,Pune,Technical Paper,Technical Writing,Solo,1,1,False,48,2000,2026-10-10,2026-10-11,1,🚀 PICT Pune invites you to participate in Technical Writing during Expedition. A perfect platform for technical paper enthusiasts to demonstrate their talents.,"Technical Paper, Technical Writing, Highly Reputed, Expedition, solo-event",4.3,4.7,4.4,Highly Reputed,https://expedition.pict.edu/events/926,events@expedition.pict.edu,"18.5204° N, 73.8567° E"
927,AI/ML Workshop @ Manthan,MPSTME Mumbai,Manthan,Mumbai,Workshop,AI/ML Workshop,Solo,1,1,False,2716,0,2026-07-24,2026-07-27,3,🎯 MPSTME Mumbai presents AI/ML Workshop - an exciting workshop event at Manthan! Test your skills and compete with the best minds from across Maharashtra.,"Workshop, AI/ML Workshop, Notable, Manthan, solo-event",4.0,4.2,4.0,Notable,https://mpstme.edu.in/manthan/events/927,events@mpstme.edu.in/manthan,"19.0760° N, 72.8777° E"
928,Robo Race @ Pillai Techfest,Pillai Panvel,Pillai Techfest,Panvel,Robotics,Robo Race,Team,2,4,True,576,50000,2026-05-01,2026-05-03,2,🚀 Pillai Panvel invites you to participate in Robo Race during Pillai Techfest. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Robo Race, Other Notable, Pillai Techfest, team-event",4.0,3.9,3.7,Other Notable,https://pillai.edu.in/techfest/events/928,events@pillai.edu.in/techfest,"18.9920° N, 73.1120° E"
929,Treasure Hunt @ Turbine,TCET Mumbai,Turbine,Mumbai,Competition,Treasure Hunt,Team,2,3,True,168,2000,2026-05-24,2026-05-25,1,👥 Team event - Form your dream team and compete together!,"Competition, Treasure Hunt, Other Notable, Turbine, team-event",3.9,3.8,3.8,Other Notable,https://tcetmumbai.in/turbine/events/929,events@tcetmumbai.in/turbine,"19.0760° N, 72.8777° E"
930,Cloud Computing @ VESITech,VESIT Mumbai,VESITech,Mumbai,Workshop,Cloud Computing,Solo,1,1,False,2640,0,2026-08-24,2026-08-27,3,🎯 Solo event - Individual participation only. Showcase your personal skills in Workshop!,"Workshop, Cloud Computing, Notable, VESITech, solo-event",3.7,4.2,3.9,Notable,https://vesit.edu.in/techfest/events/930,events@vesit.edu.in/techfest,"19.0760° N, 72.8777° E"
931,CAD Design @ Momentum,ICT Mumbai,Momentum,Mumbai,Mechanical,CAD Design,Both,1,3,True,1908,20000,2026-06-09,2026-06-11,2,💡 CAD Design at Momentum - ICT Mumbai. Compete in this mechanical event and win exciting prizes! Open for all engineering students.,"Mechanical, CAD Design, Premier Institute, Momentum, team-event",4.8,4.8,4.6,Premier Institute,https://momentum.ictmumbai.edu.in/events/931,events@momentum.ictmumbai.edu.in,"19.0760° N, 72.8777° E"
932,Building Design @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Civil,Building Design,Team,2,4,True,1175,6000,2026-06-05,2026-06-06,1,Join us for Building Design at FCRIT Navi Mumbai's FCRIT Fest! This civil event challenges participants to showcase their expertise in civil domain.,"Civil, Building Design, Other Notable, FCRIT Fest, team-event",3.7,3.6,3.7,Other Notable,https://fcrit.ac.in/fest/events/932,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
933,Structural Design @ T-Spectra,TSEC Mumbai,T-Spectra,Mumbai,Civil,Structural Design,Both,1,4,True,665,20000,2026-08-21,2026-08-24,3,🎯 TSEC Mumbai presents Structural Design - an exciting civil event at T-Spectra! Test your skills and compete with the best minds from across Maharashtra.,"Civil, Structural Design, Notable, T-Spectra, team-event",3.7,4.0,3.9,Notable,https://tsec.edu.in/t-spectra/events/933,events@tsec.edu.in/t-spectra,"19.0760° N, 72.8777° E"
934,Pick and Place Robot @ Yantra,Ramdeobaba Nagpur,Yantra,Nagpur,Robotics,Pick and Place Robot,Team,3,5,True,585,20000,2026-06-27,2026-06-30,3,🚀 Ramdeobaba Nagpur invites you to participate in Pick and Place Robot during Yantra. A perfect platform for robotics enthusiasts to demonstrate their talents.,"Robotics, Pick and Place Robot, Notable, Yantra, team-event",3.9,4.2,4.0,Notable,https://rknpec.edu.in/yantra/events/934,events@rknpec.edu.in/yantra,"21.1458° N, 79.0882° E"
935,Logo Design @ Vihaan,VIT Pune,Vihaan,Pune,Design,Logo Design,Team,2,3,True,133,1000,2026-10-17,2026-10-18,1,🚀 VIT Pune invites you to participate in Logo Design during Vihaan. A perfect platform for design enthusiasts to demonstrate their talents.,"Design, Logo Design, Highly Reputed, Vihaan, team-event",4.4,4.5,4.2,Highly Reputed,https://vihaan.vit.edu/events/935,events@vihaan.vit.edu,"18.5204° N, 73.8567° E"
936,Photography @ GHRCE Techfest,GHRCE Nagpur,GHRCE Techfest,Nagpur,Design,Photography,Both,1,3,True,406,10000,2026-05-10,2026-05-13,3,🤝 Open for both solo and team participation!,"Design, Photography, Notable, GHRCE Techfest, team-event",3.7,4.0,3.9,Notable,https://ghrce.raisoni.net/techfest/events/936,events@ghrce.raisoni.net/techfest,"21.1458° N, 79.0882° E"
937,Algorithm Challenge @ Raisoni Techfest,Raisoni Nagpur,Raisoni Techfest,Nagpur,Coding,Algorithm Challenge,Solo,1,1,False,143,25000,2026-09-11,2026-09-14,3,Join us for Algorithm Challenge at Raisoni Nagpur's Raisoni Techfest! This coding event challenges participants to showcase their expertise in coding domain.,"Coding, Algorithm Challenge, Notable, Raisoni Techfest, solo-event",4.2,4.0,3.9,Notable,https://raisoni.net/techfest/events/937,events@raisoni.net/techfest,"21.1458° N, 79.0882° E"
938,Case Study @ FCRIT Fest,FCRIT Navi Mumbai,FCRIT Fest,Navi Mumbai,Management,Case Study,Both,1,4,True,594,10000,2026-07-02,2026-07-04,2,Join us for Case Study at FCRIT Navi Mumbai's FCRIT Fest! This management event challenges participants to showcase their expertise in management domain.,"Management, Case Study, Other Notable, FCRIT Fest, team-event",3.7,3.8,3.7,Other Notable,https://fcrit.ac.in/fest/events/938,events@fcrit.ac.in/fest,"19.0330° N, 73.0297° E"
